SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus lowii,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ficus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Garcinia mangostana,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Garcinia parvifolia,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Garcinia sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Glochidion sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Hornstedtia reticulata,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Horsfieldia sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Ilex sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Knema laterica,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Knema sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Korthalsia sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Korthalsia sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Lansium domesticum,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Licuala spinosa,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Lithocarpus gracilis,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Lithocarpus sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Litsea angulata,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Litsea sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Litsea sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Madhuca kingiana,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Magnoliaceae sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Magnoliaceae sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Mangifera caesia,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Mangifera foetida,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Mangifera sp,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Mangifera torquenda,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Marantaceae sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Microcos sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Monocarpia kalimantanensis,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Nephelium sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Oncosperma horridum,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Palaquium sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Pandanus sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Pinanga sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Polyalthia sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Polyalthia sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Polydocarpus sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Pternandra sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Quercus argentata,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Quercus sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Santiria oblongifolia,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Santiria tomentosa,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Sida sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Syzigium tawahense,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Syzigium sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Syzigium sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Syzigium sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Tetramerista glabra,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Uvariastrum sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Walsura sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Willughbeia angustifolia,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Xerospermum norhonianum,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Helarctos malayanus,Xerospermum sp.,frugivory,"Sungai Wain Protection Forest, East  Kalimantan, Indonesia",,"Fredriksson, G.M. S.A. Wich. 2006. Fruigivory in sun bears (Helarctos malayanus) is linked to El Ni_o-related fluctuations in fruiting henology. East Kalimantan, Indonesia. Biological Journal of the Linnean Society. 89(3), 489-508. ",,,,,,,,,,,,,,,,
Ateles geoffroyi,Virola surinamensis,frugivory,Panama,,"Fleming, T. Breitwisch, Whitesides, G. 1987. Patterns of Tropical Vertebrate Frugivore Diversity. Annual Review of Ecology and Systematics, Vol. 18. ",,,,,,,,,,,,,,,,
Cebus capucinus,Tetragastris panamensis ,frugivory,Panama,,"Fleming, T. Breitwisch, Whitesides, G. 1987. Patterns of Tropical Vertebrate Frugivore Diversity. Annual Review of Ecology and Systematics, Vol. 18. ",,,,,,,,,,,,,,,,
Alouatta palliata,Tetragastris panamensis ,frugivory,Panama,,"Fleming, T. Breitwisch, Whitesides, G. 1987. Patterns of Tropical Vertebrate Frugivore Diversity. Annual Review of Ecology and Systematics, Vol. 18. ",,,,,,,,,,,,,,,,
Nasua narica,Tetragastris panamensis ,frugivory,Panama,,"Fleming, T. Breitwisch, Whitesides, G. 1987. Patterns of Tropical Vertebrate Frugivore Diversity. Annual Review of Ecology and Systematics, Vol. 18. ",,,,,,,,,,,,,,,,
Aceros waldeni,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-773",,,,,,,,,,,,,,,,
Aceros waldeni,Platea excelsa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-774",,,,,,,,,,,,,,,,
Aceros waldeni,Ternstroemia megacarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-775",,,,,,,,,,,,,,,,
Aceros waldeni,Myristica ceylanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-776",,,,,,,,,,,,,,,,
Aceros waldeni,Pometia pinnata,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-777",,,,,,,,,,,,,,,,
Penelopides panini,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-778",,,,,,,,,,,,,,,,
Penelopides panini,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-779",,,,,,,,,,,,,,,,
Penelopides panini,Guioa pleuropteris,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-780",,,,,,,,,,,,,,,,
Penelopides panini,Litsea quercoides,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-781",,,,,,,,,,,,,,,,
Penelopides panini,Macaranga tanarius,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-782",,,,,,,,,,,,,,,,
Penelopides panini,Microcus stylocarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-783",,,,,,,,,,,,,,,,
Penelopides panini,Platea excelsa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-784",,,,,,,,,,,,,,,,
Penelopides panini,Syzygium gracile,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-785",,,,,,,,,,,,,,,,
Penelopides panini,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-786",,,,,,,,,,,,,,,,
Penelopides panini,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-787",,,,,,,,,,,,,,,,
Penelopides panini,Ternstroemia megacarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-788",,,,,,,,,,,,,,,,
Penelopides panini,Aglaia,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-789",,,,,,,,,,,,,,,,
Penelopides panini,Canarium asperum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-790",,,,,,,,,,,,,,,,
