SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Penelopides panini,Pometia pinnata,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-791",,,,,,,,,,,,,,,,
Chalcophaps indica,Grewia multiflora,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-792",,,,,,,,,,,,,,,,
Chalcophaps indica,Guioa pleuropteris,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-793",,,,,,,,,,,,,,,,
Chalcophaps indica,Homalanthis alpinus,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-794",,,,,,,,,,,,,,,,
Chalcophaps indica,Macaranga bicolor,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-795",,,,,,,,,,,,,,,,
Chalcophaps indica,Mallotus molissima,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-796",,,,,,,,,,,,,,,,
Chalcophaps indica,Strebus glaber,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-797",,,,,,,,,,,,,,,,
Chalcophaps indica,Homalanthis rotundifolius,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-798",,,,,,,,,,,,,,,,
Chalcophaps indica,Macaranga tanarius,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-799",,,,,,,,,,,,,,,,
Chalcophaps indica,Syzygium gracile,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-800",,,,,,,,,,,,,,,,
Chalcophaps indica,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-801",,,,,,,,,,,,,,,,
Chalcophaps indica,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-802",,,,,,,,,,,,,,,,
Chalcophaps indica,Memexylon lanceolatum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-803",,,,,,,,,,,,,,,,
Ducula bicolor,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-804",,,,,,,,,,,,,,,,
Ducula bicolor,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-805",,,,,,,,,,,,,,,,
Ducula bicolor,Strebus glaber,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-806",,,,,,,,,,,,,,,,
Ducula bicolor,Microcus stylocarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-807",,,,,,,,,,,,,,,,
Ducula bicolor,Litsea quercoides,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-808",,,,,,,,,,,,,,,,
Ducula bicolor,Platea excelsa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-809",,,,,,,,,,,,,,,,
Ducula bicolor,Prunus fragans,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-810",,,,,,,,,,,,,,,,
Ducula bicolor,Syzygium gracile,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-811",,,,,,,,,,,,,,,,
Ducula bicolor,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-812",,,,,,,,,,,,,,,,
Ducula bicolor,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-813",,,,,,,,,,,,,,,,
Ducula bicolor,Canarium asperum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-814",,,,,,,,,,,,,,,,
Ducula bicolor,Dillena reifferscheidia,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-815",,,,,,,,,,,,,,,,
Ducula bicolor,Elaeocarpus cumingii,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-816",,,,,,,,,,,,,,,,
Ducula bicolor,Litsea luzonica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-817",,,,,,,,,,,,,,,,
Ducula bicolor,Palaquium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-818",,,,,,,,,,,,,,,,
Ducula poliocephala,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-819",,,,,,,,,,,,,,,,
Ducula poliocephala,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-820",,,,,,,,,,,,,,,,
Ducula poliocephala,Litsea quercoides,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-821",,,,,,,,,,,,,,,,
Ducula poliocephala,Microcus stylocarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-822",,,,,,,,,,,,,,,,
Ducula poliocephala,Platea excelsa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-823",,,,,,,,,,,,,,,,
Ducula poliocephala,Prunus fragans,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-824",,,,,,,,,,,,,,,,
Ducula poliocephala,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-825",,,,,,,,,,,,,,,,
Ducula poliocephala,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-826",,,,,,,,,,,,,,,,
Ducula poliocephala,Canarium asperum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-827",,,,,,,,,,,,,,,,
Ducula poliocephala,Dillena reifferscheidia,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-828",,,,,,,,,,,,,,,,
Ducula poliocephala,Elaeocarpus cumingii,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-829",,,,,,,,,,,,,,,,
Ducula poliocephala,Litsea luzonica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-830",,,,,,,,,,,,,,,,
Ducula poliocephala,Palaquium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-831",,,,,,,,,,,,,,,,
Macropygia phasianella,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-832",,,,,,,,,,,,,,,,
Macropygia phasianella,Grewia multiflora,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-833",,,,,,,,,,,,,,,,
Macropygia phasianella,Guioa pleuropteris,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-834",,,,,,,,,,,,,,,,
Macropygia phasianella,Homalanthis alpinus,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-835",,,,,,,,,,,,,,,,
Macropygia phasianella,Macaranga bicolor,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-836",,,,,,,,,,,,,,,,
Macropygia phasianella,Strebus glaber,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-837",,,,,,,,,,,,,,,,
Macropygia phasianella,Macaranga tanarius,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-838",,,,,,,,,,,,,,,,
Macropygia phasianella,Memexylon lanceolatum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-839",,,,,,,,,,,,,,,,
Phapitreron leucotis,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-840",,,,,,,,,,,,,,,,
Phapitreron leucotis,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-841",,,,,,,,,,,,,,,,
Phapitreron leucotis,Grewia multiflora,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-842",,,,,,,,,,,,,,,,
Phapitreron leucotis,Guioa pleuropteris,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-843",,,,,,,,,,,,,,,,
Phapitreron leucotis,Macaranga bicolor,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-844",,,,,,,,,,,,,,,,
Phapitreron leucotis,Mallotus molissima,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-845",,,,,,,,,,,,,,,,
Phapitreron leucotis,Strebus glaber,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-846",,,,,,,,,,,,,,,,
Phapitreron leucotis,Macaranga tanarius,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-847",,,,,,,,,,,,,,,,
Phapitreron leucotis,Prunus fragans,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-848",,,,,,,,,,,,,,,,
Phapitreron leucotis,Syzygium gracile,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-849",,,,,,,,,,,,,,,,
Phapitreron leucotis,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-850",,,,,,,,,,,,,,,,
Phapitreron leucotis,Syzygium,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-851",,,,,,,,,,,,,,,,
Phapitreron leucotis,Ternstroemia megacarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-852",,,,,,,,,,,,,,,,
Phapitreron leucotis,Memexylon lanceolatum,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-853",,,,,,,,,,,,,,,,
Ptilinopus occipitalis,Bischbofia javanica,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-854",,,,,,,,,,,,,,,,
Ptilinopus occipitalis,Ficus beteropleura,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-855",,,,,,,,,,,,,,,,
Ptilinopus occipitalis,Litsea quercoides,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-856",,,,,,,,,,,,,,,,
Ptilinopus occipitalis,Microcus stylocarpa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-857",,,,,,,,,,,,,,,,
Ptilinopus occipitalis,Platea excelsa,frugivory,"Patag, Silay City, Philipines",,"Hamman, A. Curio, E. 1999. Interactions among Frugivores and Fleshy Fruit Trees in a Philippine Submontane Rainforest. Conservation Biology, Vol  . 13. No. 4. pp. 766-858",,,,,,,,,,,,,,,,
